epoch,train_acc,val_acc,train_loss,timestamp
1,0.5364595545134818,0.6701030927835051,0.704904281691219,2025-05-20 12:55:00
2,0.5547479484173505,0.32989690721649484,0.6870726177308444,2025-05-20 12:55:00
3,0.5744431418522861,0.6738519212746017,0.6856200701734992,2025-05-20 12:55:00
4,0.5856975381008206,0.5782567947516402,0.6823803039079301,2025-05-20 12:55:00
5,0.5929660023446659,0.32989690721649484,0.6795225641254182,2025-05-20 12:55:00
6,0.5842907385697538,0.6701030927835051,0.6778871949469105,2025-05-20 12:55:00
7,0.5978898007033998,0.41705716963448924,0.6725695465834399,2025-05-20 12:55:00
8,0.5936694021101993,0.6279287722586692,0.669446782449658,2025-05-20 12:55:00
9,0.6011723329425557,0.6410496719775071,0.6643650655666095,2025-05-20 12:55:00
10,0.617116060961313,0.6363636363636364,0.6573667112137941,2025-05-20 12:55:00
11,0.6271981242672919,0.6682286785379569,0.6512773638584194,2025-05-20 12:55:00
12,0.6307151230949589,0.5182755388940956,0.6437256224592973,2025-05-20 12:55:00
13,0.6490035169988276,0.6298031865042174,0.6249505371859904,2025-05-20 12:55:00
14,0.6710433763188746,0.5529522024367385,0.6092216468482429,2025-05-20 12:55:00
15,0.6888628370457209,0.6597938144329897,0.5987095332770759,2025-05-20 12:55:00
16,0.704337631887456,0.662605435801312,0.5663204927569472,2025-05-20 12:55:00
17,0.7226260257913247,0.5520149953139644,0.5497157799170704,2025-05-20 12:55:00
18,0.7449003516998828,0.3458294283036551,0.5256093049540502,2025-05-20 12:55:00
19,0.7599062133645955,0.3598875351452671,0.49685662130961256,2025-05-20 12:55:00
20,0.7859320046893318,0.6701030927835051,0.4687138373932142,2025-05-20 12:55:00
21,0.8056271981242673,0.6794751640112465,0.42882548604676785,2025-05-20 12:55:00
22,0.823915592028136,0.6710402999062793,0.39892326593957145,2025-05-20 12:55:00
23,0.8332942555685815,0.7966260543580131,0.3875678690631738,2025-05-20 12:55:00
24,0.8461899179366941,0.6785379568884724,0.3598705821213651,2025-05-20 12:55:00
25,0.8614302461899179,0.6719775070290535,0.3226534706515989,2025-05-20 12:55:00
26,0.8694021101992966,0.8331771321462043,0.30973378627487785,2025-05-20 12:55:00
27,0.8858147713950763,0.7338331771321462,0.27862400449951935,2025-05-20 12:55:00
28,0.894021101992966,0.7628865979381443,0.2693995398500662,2025-05-20 12:55:00
29,0.8996483001172333,0.7047797563261481,0.25797229168120395,2025-05-20 12:55:00
30,0.8977725674091442,0.6757263355201499,0.25714944316988136,2025-05-20 12:55:00
31,0.9134818288393904,0.6429240862230553,0.23194671136218956,2025-05-20 12:55:00
32,0.9193434935521688,0.8331771321462043,0.20649223570966543,2025-05-20 12:55:00
33,0.9188745603751466,0.6804123711340206,0.21972996265756503,2025-05-20 12:55:00
34,0.9282532239155921,0.8359887535145267,0.1879551982932658,2025-05-20 12:55:00
35,0.9233294255568582,0.5932521087160263,0.19596809032285928,2025-05-20 12:55:00
36,0.9320046893317703,0.8050609184629803,0.18699592319822936,2025-05-20 12:55:00
37,0.9294255568581478,0.6888472352389878,0.1854127464250902,2025-05-20 12:55:00
38,0.9324736225087925,0.6701030927835051,0.16856483719573262,2025-05-20 12:55:00
39,0.9474794841735052,0.8219306466729147,0.14802255886275503,2025-05-20 12:55:00
40,0.94021101992966,0.6710402999062793,0.15732571285580763,2025-05-20 12:55:00
41,0.9488862837045721,0.6701030927835051,0.14115008590777828,2025-05-20 12:55:00
42,0.9502930832356389,0.6813495782567948,0.13650292516354653,2025-05-20 12:55:00
43,0.9498241500586166,0.8556701030927835,0.13754725221837505,2025-05-20 12:55:00
44,0.9481828839390387,0.6701030927835051,0.13653616553821254,2025-05-20 12:55:00
45,0.9460726846424384,0.6701030927835051,0.13867078224992316,2025-05-20 12:55:00
46,0.9516998827667057,0.669165885660731,0.12313502265161343,2025-05-20 12:55:00
47,0.9528722157092614,0.788191190253046,0.11814321222111639,2025-05-20 12:55:00
48,0.9514654161781946,0.8322399250234301,0.12429607240831975,2025-05-20 12:55:00
49,0.9615474794841735,0.7544517338331771,0.10879287591957476,2025-05-20 12:55:00
50,0.9559202813599063,0.8903467666354264,0.117504368175156,2025-05-20 12:55:00
51,0.9566236811254396,0.8097469540768509,0.1185780166568102,2025-05-20 12:55:00
52,0.9655334114888628,0.8528584817244611,0.09157245523167237,2025-05-20 12:55:00
53,0.9650644783118406,0.8959700093720713,0.10422690848781542,2025-05-20 12:55:00
54,0.965767878077374,0.8284910965323337,0.09584940514921417,2025-05-20 12:55:00
55,0.9723329425556858,0.8828491096532334,0.07746529916461822,2025-05-20 12:55:00
56,0.9674091441969519,0.8228678537956888,0.08875239835807894,2025-05-20 12:55:00
57,0.9718640093786636,0.7319587628865979,0.08319528290412427,2025-05-20 12:55:00
58,0.9674091441969519,0.7141518275538894,0.09230830289043263,2025-05-20 12:55:00
59,0.972801875732708,0.6701030927835051,0.07840831052906086,2025-05-20 12:55:00
60,0.9725674091441969,0.9034676663542643,0.07462224979581458,2025-05-20 12:55:00
61,0.9735052754982415,0.9025304592314901,0.07473990011067315,2025-05-20 12:55:00
62,0.9737397420867526,0.9006560449859419,0.07489908401756669,2025-05-20 12:55:00
63,0.9718640093786636,0.823805060918463,0.07444555578624293,2025-05-20 12:55:00
64,0.9753810082063306,0.7910028116213683,0.07207959631548616,2025-05-20 12:55:00
65,0.976084407971864,0.895032802249297,0.06926312593547872,2025-05-20 12:55:00
66,0.9725674091441969,0.6888472352389878,0.07067723722634872,2025-05-20 12:55:00
