epoch,train_acc,val_acc,train_loss,timestamp
1,0.5289480837184017,0.6829268292682927,0.70716509093409,2025-05-23 14:28:59
2,0.5607502038597445,0.5928705440900562,0.6905736734037814,2025-05-23 14:28:59
3,0.5468877412340309,0.29080675422138835,0.691021178079688,2025-05-23 14:28:59
4,0.5795053003533569,0.6923076923076923,0.6829258844904278,2025-05-23 14:28:59
5,0.5781462353900516,0.29080675422138835,0.6798552352449169,2025-05-23 14:28:59
6,0.5974449578689861,0.324577861163227,0.6717546771401944,2025-05-23 14:28:59
7,0.5988040228322914,0.6923076923076923,0.6712993144989013,2025-05-23 14:28:59
8,0.6007067137809188,0.7091932457786116,0.6663631673740305,2025-05-23 14:28:59
9,0.6221799402011416,0.7091932457786116,0.652742732996526,2025-05-23 14:28:59
10,0.6262571350910574,0.651031894934334,0.6442639185034711,2025-05-23 14:28:59
11,0.6482739874966024,0.5084427767354597,0.6278090097334074,2025-05-23 14:28:59
12,0.6711062788801305,0.7091932457786116,0.6067722707986831,2025-05-23 14:28:59
13,0.6876868714324544,0.6622889305816135,0.5832731940176176,2025-05-23 14:28:59
14,0.7118782277792879,0.6116322701688556,0.5675821703413259,2025-05-23 14:28:59
15,0.7357977711334602,0.7054409005628518,0.5340184553161912,2025-05-23 14:28:59
16,0.756727371568361,0.7091932457786116,0.49866304203220035,2025-05-23 14:28:59
17,0.7782005979885839,0.6228893058161351,0.4701408048686774,2025-05-23 14:28:59
18,0.7931503125849415,0.7091932457786116,0.44316168608872786,2025-05-23 14:28:59
19,0.8100027181299266,0.6866791744840526,0.423911106262518,2025-05-23 14:28:59
20,0.8303886925795053,0.7091932457786116,0.3888245183488597,2025-05-23 14:28:59
21,0.8526773579777114,0.6341463414634146,0.35513168839008913,2025-05-23 14:28:59
22,0.8605599347648818,0.6941838649155723,0.33520157544509227,2025-05-23 14:28:59
23,0.8717042674639848,0.6585365853658537,0.3074157469946405,2025-05-23 14:28:59
24,0.8768687143245447,0.7091932457786116,0.2921005275262439,2025-05-23 14:28:59
25,0.895080184832835,0.651031894934334,0.26460060950206676,2025-05-23 14:28:59
26,0.8920902419135635,0.574108818011257,0.2584945562903,2025-05-23 14:28:59
27,0.9083990214732264,0.450281425891182,0.23637725489780956,2025-05-23 14:28:59
28,0.9105735254145149,0.7091932457786116,0.23227389320407224,2025-05-23 14:28:59
29,0.9181842892090242,0.7073170731707317,0.21389037058486238,2025-05-23 14:28:59
30,0.9252514270182115,0.7073170731707317,0.1989058625438939,2025-05-23 14:28:59
31,0.9306876868714324,0.5909943714821764,0.19039187692915616,2025-05-23 14:28:59
32,0.9298722478934494,0.5647279549718575,0.18163243759747433,2025-05-23 14:28:59
33,0.9353085077466703,0.5234521575984991,0.16621254275998343,2025-05-23 14:28:59
34,0.9353085077466703,0.5440900562851783,0.17316698984283468,2025-05-23 14:28:59
35,0.9320467518347377,0.5121951219512195,0.16996749998677685,2025-05-23 14:28:59
36,0.9431910845338407,0.5928705440900562,0.1515284476072892,2025-05-23 14:28:59
37,0.9456374014677902,0.5121951219512195,0.15231659411169265,2025-05-23 14:28:59
38,0.9494427833650448,0.5984990619136961,0.1384455790054863,2025-05-23 14:28:59
39,0.9491709703723838,0.6923076923076923,0.14005988044664264,2025-05-23 14:28:59
40,0.9486273443870618,0.701688555347092,0.14276226086380042,2025-05-23 14:28:59
41,0.9483555313944007,0.49906191369606,0.1394995796939601,2025-05-23 14:28:59
42,0.9562381081815711,0.5365853658536586,0.11884980317124207,2025-05-23 14:28:59
43,0.9565099211742322,0.29080675422138835,0.11293963721102994,2025-05-23 14:28:59
44,0.9540636042402827,0.6041275797373359,0.11961271740982066,2025-05-23 14:28:59
45,0.9562381081815711,0.5553470919324578,0.11578464418568689,2025-05-23 14:28:59
46,0.961402555042131,0.5872420262664165,0.0998849585044967,2025-05-23 14:28:59
47,0.9546072302256048,0.649155722326454,0.12164202756248414,2025-05-23 14:28:59
48,0.9619461810274531,0.6285178236397748,0.09973507158903648,2025-05-23 14:28:59
49,0.9638488719760805,0.3808630393996248,0.09789367408451179,2025-05-23 14:28:59
50,0.9649361239467247,0.5478424015009381,0.10255173254636643,2025-05-23 14:28:59
51,0.9654797499320468,0.6060037523452158,0.09486250012870068,2025-05-23 14:28:59
52,0.967110627888013,0.5891181988742964,0.08510169312357903,2025-05-23 14:28:59
53,0.9657515629247078,0.6979362101313321,0.09766306868329158,2025-05-23 14:28:59
54,0.966838814895352,0.600375234521576,0.09208332946139347,2025-05-23 14:28:59
55,0.9681978798586572,0.5872420262664165,0.08559451147347041,2025-05-23 14:28:59
56,0.9720032617559119,0.6810506566604128,0.07977785937305863,2025-05-23 14:28:59
57,0.9758086436531667,0.6228893058161351,0.07471481432287913,2025-05-23 14:28:59
58,0.9787985865724381,0.7148217636022514,0.06499355871473318,2025-05-23 14:28:59
59,0.9744495786898614,0.6060037523452158,0.06753541283086752,2025-05-23 14:28:59
60,0.9752650176678446,0.6060037523452158,0.07282627189592661,2025-05-23 14:28:59
